Applicant_ID,Applicant_Name,Age,Gender,City,Region,Employment_Type,Education,Marital_Status,Annual_Income,Credit_Score,Dependents,Years_At_Job,Own_House
APP16754,Shweta Sinha,53,Male,Pune,West,Salaried,Graduate,Married,858580.0,670.0,0,4,No
APP16755,Rajesh Jain,55,Male,Mysore,South,Salaried,High School,Single,596066.0,671.0,4,2,No
APP16756,SUMAN REDDY,39,Female,Kolkata,East,Self-Employed,High School,Divorced,401310.0,569.0,2,2,Yes
APP16757,Pooja Joshi,39,Female,Jaipur,Central,Self-Employed,High School,Married,445113.0,723.0,0,1,No
APP16758,Suresh Sinha,35,Male,Mysore,South,Business Owner,Graduate,Divorced,951205.0,682.0,2,0,No
APP16759,Rohit Tiwari,34,MALE,Ranchi,East,Self-Employed,Graduate,Single,805623.0,710.0,4,1,No
APP16760,Vijay Dubey,38,Female,Bangalore,South,Salaried,Post Graduate,Divorced,781566.0,690.0,1,3,No
APP16761,Arun Roy,44,Male,Ranchi,East,Salaried,Doctorate,Widowed,503216.0,679.0,1,4,No
APP16762,Suman Bose,26,Male,Gurgaon,North,Government Employee,High School,Single,508874.0,620.0,1,10,No
APP16763,Nitin Das,28,Female,Delhi,North,Self-Employed,Graduate,Married,533646.0,646.0,2,12,Yes
APP16764,Rajesh Mishra,31,Male,Pune,West,Self-Employed,Post Graduate,Single,1023988.0,628.0,2,1,No
APP16765,Kavita Reddy,47,Male,Bhopal,Central,Business Owner,Graduate,Single,1525693.0,690.0,3,0,No
APP16766,Sanjay Yadav,42,Female,Bhopal,Central,Freelancer,Doctorate,Widowed,604472.0,754.0,2,2,No
APP16767,Meena Joshi,27,Female,Bangalore,South,Salaried,Doctorate,Single,575992.0,659.0,1,3,Yes
APP16768,Meena Roy,40,Male,Kolkata,East,Business Owner,Doctorate,Widowed,1315956.0,683.0,2,1,No
APP16769,Nitin Joshi,21,Female,Gurgaon,North,Self-Employed,Doctorate,Single,927791.0,667.0,0,0,Yes
APP16770,Geeta Joshi,47,Male,Ahmedabad,Central,Self-Employed,Post Graduate,Divorced,1231144.0,630.0,1,11,No
APP16771,Sneha Sharma,22,Male,Kolkata,East,Self-Employed,High School,Divorced,535186.0,614.0,0,9,No
APP16772,Rohit Nair,36,Male,Bhopal,Central,Business Owner,Post Graduate,Divorced,1055324.0,709.0,2,1,No
APP16773,Ravi Mishra,52,Female,Indore,Central,Freelancer,Graduate,Single,493218.0,678.0,1,2,No
APP16774,Nitin Patel,36,Female,Indore,Central,Business Owner,Post Graduate,Widowed,1406719.0,760.0,4,2,No
APP16775,Kavita Dubey,38,Female,Ahmedabad,Central,Government Employee,Doctorate,Married,813080.0,688.0,2,1,Yes
APP16776,Rohit Yadav,27,Male,Thane,West,Salaried,Graduate,Widowed,757956.0,638.0,3,4,Yes
APP16777,Priya Gupta,21,Male,Chennai,South,Self-Employed,Graduate,Widowed,849241.0,624.0,2,1,Yes
APP16778,Nisha Sharma,55,Female,Noida,North,Business Owner,Doctorate,Single,1688023.0,753.0,4,2,No
APP16779,Vikram Iyer,38,Male,Patna,East,Freelancer,High School,Widowed,150000.0,696.0,3,6,Yes
APP16780,Anita Tiwari,46,Male,Nashik,West,Freelancer,Graduate,Single,403490.0,614.0,0,0,No
APP16781,Pooja Nair,36,Female,Pune,West,Government Employee,Doctorate,Divorced,869000.0,700.0,3,8,No
APP16782,Anita Sinha,47,Female,Mysore,South,Salaried,Graduate,Divorced,686039.0,637.0,4,3,No
APP16783,Meena Verma,55,F,Jaipur,Central,Self-Employed,Doctorate,Widowed,1192518.0,695.0,1,2,No
APP16784,deepak jain,36,Female,Noida,North,Salaried,High School,Single,289298.0,587.0,4,26,No
APP16785,Rohit Sinha,31,Male,Patna,East,Government Employee,Doctorate,Single,653686.0,655.0,0,8,Yes
APP16786,Rahul Shah,21,Male,Kolkata,East,Salaried,High School,Widowed,554336.0,586.0,4,1,No
APP16787,Ajay Yadav,42,Female,Mumbai,West,Freelancer,Post Graduate,Married,793604.0,695.0,2,9,No
APP16788,Deepak Kumar,41,Male,Ahmedabad,Central,Freelancer,High School,Widowed,256641.0,648.0,2,0,No
APP16789,Deepak Roy,57,Male,Bangalore,South,Salaried,Post Graduate,Single,697672.0,634.0,4,4,Yes
APP16790,Nisha Nair,26,Male,Jaipur,Central,Salaried,Doctorate,Married,859693.0,597.0,3,3,Yes
APP16791,Vijay Roy,36,Male,Bhopal,Central,Freelancer,Doctorate,Divorced,814955.0,645.0,2,1,Yes
APP16792,Pooja Yadav,33,Male,Hyderabad,South,Government Employee,Graduate,Widowed,707147.0,620.0,0,3,No
APP16793,Geeta Bose,48,Female,Pune,West,Freelancer,Graduate,Married,718647.0,710.0,4,6,No
APP16794,Rekha Jain,37,Male,Gurgaon,North,Business Owner,Post Graduate,Widowed,1308262.0,643.0,3,1,No
APP16795,Nisha Yadav,30,Male,Chennai,South,Government Employee,Doctorate,Single,975273.0,613.0,1,0,No
APP16796,Kavita Yadav,47,Male,Jaipur,Central,Government Employee,High School,Widowed,534246.0,631.0,0,6,Yes
APP16797,Shweta Shah,33,Female,Gurgaon,North,Business Owner,Doctorate,Widowed,1153234.0,723.0,2,1,No
APP16798,Priya Iyer,46,Male,Gurgaon,North,Self-Employed,High School,Single,604744.0,681.0,4,0,No
APP16799,Anita Nair,42,Male,Kolkata,East,Freelancer,Graduate,Divorced,381485.0,592.0,1,6,Yes
APP16800,Sneha Verma,23,Male,Mysore,South,Salaried,Post Graduate,Widowed,649547.0,714.0,2,3,No
APP16801,Vijay Nair,49,Female,Bangalore,South,Freelancer,Graduate,Widowed,667021.0,727.0,0,7,Yes
APP16802,Amit Singh,39,Male,Patna,East,Salaried,Graduate,Widowed,516119.0,685.0,1,1,No
APP16803,Nisha Singh,40,Female,Thane,West,Self-Employed,Doctorate,Married,1060213.0,730.0,0,1,No
APP16804,Sunita Rao,34,Female,Bhopal,Central,Business Owner,Graduate,Single,854052.0,658.0,1,10,No
APP16805,Sachin Yadav,30,Female,Indore,Central,Business Owner,Graduate,Single,1461406.0,695.0,4,2,Yes
APP16806,Sneha Roy,40,Male,Bangalore,South,Business Owner,Doctorate,Single,1912260.0,739.0,4,2,No
APP16807,Sneha Gupta,39,Male,Mumbai,West,Government Employee,Graduate,Divorced,675873.0,760.0,3,6,No
APP16808,Rahul Jain,38,Male,Mumbai,West,Self-Employed,Graduate,Widowed,803813.0,655.0,3,5,Yes
APP16809,Manoj Gupta,32,Male,Thane,West,Self-Employed,Graduate,Divorced,773924.0,642.0,0,1,Yes
APP16810,Prakash Verma,33,Female,Mysore,South,Government Employee,Post Graduate,Single,596054.0,690.0,2,3,No
APP16811,Sneha Nair,40,Male,Hyderabad,South,Government Employee,Doctorate,Single,789837.0,741.0,2,11,Yes
APP16812,Suresh Verma,34,Male,Pune,West,Business Owner,High School,Single,908890.0,661.0,2,5,Yes
APP16813,Sachin Reddy,33,Female,Kolkata,East,Government Employee,High School,Single,508748.0,677.0,4,0,No
APP16814,Sachin Reddy,35,Male,Mumbai,West,Self-Employed,High School,Divorced,596905.0,700.0,0,10,No
APP16815,Sachin Gupta,35,Male,Bangalore,South,Self-Employed,Graduate,Widowed,1037906.0,700.0,0,2,Yes
APP16816,Sneha Dubey,44,Female,Hyderabad,South,Business Owner,Post Graduate,Divorced,1178167.0,,3,6,No
APP16817,Rohit Jain,27,Male,Mysore,South,Freelancer,Graduate,Married,360832.0,589.0,0,2,Yes
APP16818,Arun Das,52,Male,Hyderabad,South,Self-Employed,Doctorate,Widowed,1158527.0,572.0,1,1,No
APP16819,Divya Dubey,40,Female,Bhopal,Central,Salaried,Post Graduate,Widowed,883131.0,666.0,2,3,No
APP16820,Rekha Jain,36,Male,Chennai,South,Freelancer,Post Graduate,Single,712877.0,661.0,3,1,No
APP16821,Anita Sharma,41,Male,Mysore,South,Salaried,Doctorate,Single,918981.0,737.0,0,7,Yes
APP16822,Shweta Singh,37,Male,Hyderabad,South,Freelancer,Post Graduate,Married,516516.0,664.0,1,0,No
APP16823,Rajesh Sinha,23,Male,Faridabad,North,Salaried,Post Graduate,Married,815513.0,769.0,0,3,Yes
APP16824,Rajesh Yadav,55,Male,Bhopal,Central,Salaried,High School,Widowed,150000.0,685.0,1,0,No
APP16825,Suresh Kumar,28,Male,Mysore,South,Salaried,Post Graduate,Single,1349120.0,723.0,4,3,No
APP16826,Pooja Joshi,23,Male,Patna,East,Salaried,Graduate,Widowed,652086.0,603.0,1,2,Yes
APP16827,Manoj Gupta,45,Male,Pune,West,Business Owner,High School,Single,1072711.0,645.0,0,4,No
APP16828,Priya Dubey,24,Female,Thane,West,Salaried,Graduate,Divorced,596367.0,681.0,2,0,No
APP16829,Vikram Yadav,37,Female,Pune,West,Freelancer,Post Graduate,Divorced,710709.0,770.0,0,1,No
APP16830,Anita Joshi,21,Male,Faridabad,North,Business Owner,Doctorate,Widowed,1895233.0,811.0,0,12,No
APP16831,Rajesh Jain,43,Female,Chennai,South,Government Employee,Doctorate,Divorced,564889.0,704.0,4,0,No
APP16832,Suresh Dubey,38,Female,Bangalore,South,Business Owner,Doctorate,Divorced,1907932.0,828.0,4,3,Yes
APP16833,HARISH SHARMA,40,Male,Nashik,West,Self-Employed,Graduate,Married,,,4,0,No
APP16834,MEENA BOSE,51,Female,Pune,West,Business Owner,Doctorate,Divorced,1563866.0,701.0,0,4,Yes
APP16835,Geeta Bose,40,Male,Nashik,West,Business Owner,Graduate,Divorced,700200.0,639.0,1,1,No
APP16836,Sachin Rao,33,Male,Delhi,North,Government Employee,Graduate,Divorced,535147.0,656.0,0,0,No
APP16837,Divya Yadav,36,Female,Bhubaneswar,East,Freelancer,Doctorate,Single,,719.0,0,5,Yes
APP16838,Harish Nair,40,Male,Delhi,North,Government Employee,Post Graduate,Widowed,644054.0,732.0,1,4,No
APP16839,Sneha Nair,30,Male,Patna,East,Government Employee,Doctorate,Divorced,803642.0,,2,0,Yes
APP16840,Suresh Yadav,34,Female,Jaipur,Central,Business Owner,Graduate,Widowed,1072521.0,,2,0,Yes
APP16841,Vijay Verma,33,Female,Indore,Central,Self-Employed,Doctorate,Divorced,856846.0,725.0,2,5,No
APP16842,Suresh Dubey,51,Female,Pune,West,Salaried,Graduate,Single,805262.0,736.0,0,0,No
APP16843,Nitin Sinha,30,Male,Ahmedabad,Central,Government Employee,High School,Widowed,,635.0,0,0,No
APP16844,VIKRAM MISHRA,24,Male,Jaipur,Central,Freelancer,Post Graduate,Widowed,424341.0,655.0,3,7,No
APP16845,Divya Das,41,Female,Faridabad,North,Government Employee,Doctorate,Widowed,885135.0,618.0,4,6,No
APP16846,Rohit Rao,34,Female,Mumbai,West,Business Owner,Doctorate,Single,1710974.0,634.0,4,5,No
APP16847,Vikram Dubey,42,Male,Patna,East,Government Employee,Graduate,Married,306793.0,650.0,1,2,No
APP16848,Ajay Reddy,35,Female,Nashik,West,Government Employee,Doctorate,Widowed,678099.0,652.0,0,4,No
APP16849,Sanjay Sinha,50,Female,Delhi,North,Government Employee,Post Graduate,Widowed,764485.0,670.0,0,2,No
APP16850,Nisha Yadav,44,Male,Mumbai,West,Freelancer,High School,Divorced,610415.0,718.0,3,2,Yes
APP16851,Sunita Singh,30,Male,Ranchi,East,Government Employee,Graduate,Divorced,659284.0,716.0,0,1,No
APP16852,Ajay Rao,37,Male,Patna,East,Government Employee,Doctorate,Single,751201.0,714.0,2,4,No
APP16853,Suresh Rao,28,Female,Noida,North,Salaried,Post Graduate,Divorced,879969.0,709.0,1,0,No
APP16854,Vikram Mishra,39,Male,Mumbai,West,Government Employee,Graduate,Divorced,281619.0,641.0,1,0,No
APP16855,Geeta Roy,41,Male,Jaipur,Central,Freelancer,High School,Married,368988.0,564.0,2,10,No
APP16856,Rahul Patel,33,Male,Gurgaon,North,Business Owner,,Widowed,2100657.0,727.0,1,3,No
APP16857,Priya Rao,28,M,Faridabad,North,Business Owner,Post Graduate,Married,1639097.0,766.0,2,0,No
APP16858,Priya Joshi,40,Male,Pune,West,Self-Employed,High School,Divorced,627984.0,654.0,3,2,Yes
APP16859,Divya Yadav,28,Male,Bangalore,South,Salaried,Post Graduate,Married,544530.0,672.0,0,1,Yes
APP16860,Arun Roy,44,Male,Bangalore,South,Freelancer,Post Graduate,Divorced,629619.0,658.0,1,11,Yes
APP16861,Sneha Verma,23,Female,Mumbai,West,Government Employee,Graduate,Married,711331.0,703.0,3,3,No
APP16862,Suman Mishra,44,Male,Patna,East,Salaried,Post Graduate,Single,392115.0,697.0,1,0,Yes
APP16863,Anita Das,45,Male,Thane,West,Government Employee,Post Graduate,Divorced,204484.0,615.0,4,8,Yes
APP16864,Manoj Sinha,47,Male,Bangalore,South,Government Employee,High School,Divorced,500629.0,645.0,2,0,Yes
APP16865,Rahul Rao,21,Female,Noida,North,Government Employee,High School,Single,486866.0,615.0,1,4,No
APP16866,Amit Jain,35,Female,Ahmedabad,Central,Government Employee,Post Graduate,Widowed,750564.0,660.0,3,4,Yes
APP16867,Amit Mishra,58,Male,Nashik,West,Self-Employed,High School,Divorced,418028.0,658.0,2,4,Yes
APP16868,Suman Patel,31,Female,Patna,East,Business Owner,Post Graduate,Single,1553828.0,695.0,2,2,No
APP16869,Rekha Bose,55,Male,Bangalore,South,Freelancer,High School,Married,,569.0,4,1,Yes
APP16870,Sunita Nair,35,Male,Bangalore,South,Self-Employed,Doctorate,Married,1062728.0,698.0,2,7,No
APP16871,Prakash Shah,54,Female,Mumbai,West,Business Owner,Post Graduate,Divorced,1649219.0,689.0,3,6,No
APP16872,Sanjay Roy,31,Male,Thane,West,Salaried,Doctorate,Single,675127.0,592.0,1,0,Yes
APP16873,Prakash Tiwari,34,Male,Bhubaneswar,East,Government Employee,Doctorate,Married,984350.0,707.0,2,0,Yes
APP16874,Priya Kumar,42,Male,Bangalore,South,Government Employee,Doctorate,Married,586749.0,733.0,3,6,No
APP16875,Sunita Gupta,34,Female,Hyderabad,South,Salaried,High School,Single,548240.0,,1,3,Yes
APP16876,Sneha Verma,32,Male,Thane,West,Business Owner,Graduate,Single,894109.0,630.0,0,7,Yes
APP16877,Nisha Bose,32,Female,Pune,West,Government Employee,Doctorate,Married,560229.0,667.0,2,3,No
APP16878,Harish Tiwari,57,Male,Patna,East,Freelancer,Doctorate,Single,821074.0,713.0,2,0,No
APP16879,Sunita Roy,34,Male,Indore,Central,Freelancer,Doctorate,Single,603906.0,662.0,1,0,Yes
APP16880,Deepak Mishra,50,Male,Bhopal,Central,Business Owner,Post Graduate,Widowed,956155.0,654.0,3,4,No
APP16881,Shweta Kumar,36,Male,Mysore,South,Self-Employed,Doctorate,Single,1385501.0,701.0,2,4,Yes
APP16882,Vijay Mishra,51,Male,Bhubaneswar,East,Self-Employed,High School,Single,860919.0,692.0,0,1,Yes
APP16883,Geeta Gupta,45,Male,Hyderabad,South,Self-Employed,Doctorate,Divorced,1378589.0,739.0,1,2,No
APP16884,Geeta Nair,49,Female,Bangalore,South,Salaried,Graduate,Married,580814.0,703.0,0,1,No
APP16885,Manoj Yadav,29,Male,Mumbai,West,Government Employee,High School,Single,494623.0,692.0,2,0,No
APP16886,Prakash Iyer,43,Male,Mumbai,West,Freelancer,Graduate,Single,511387.0,684.0,3,10,No
APP16887,Prakash Patel,36,Male,Gurgaon,North,Business Owner,Post Graduate,Single,1017726.0,592.0,3,10,Yes
APP16888,Manoj Tiwari,22,Male,Mumbai,West,Salaried,Doctorate,Divorced,909691.0,696.0,1,1,No
APP16889,Kavita Nair,25,Male,Delhi,North,Freelancer,Graduate,Single,376745.0,608.0,2,15,Yes
APP16890,Vikram Reddy,50,Female,Gurgaon,North,Government Employee,Post Graduate,Married,482840.0,631.0,1,10,No
APP16891,Amit Sharma,42,Female,Bhopal,Central,Government Employee,Post Graduate,Widowed,890161.0,685.0,1,6,No
APP16892,Prakash Jain,21,Female,Faridabad,North,Business Owner,Graduate,Married,1989667.0,779.0,0,10,No
APP16893,Anita Joshi,41,Male,Jaipur,Central,Business Owner,Post Graduate,Widowed,778620.0,573.0,0,1,No
APP16894,Harish Shah,46,Female,Ranchi,East,Business Owner,Post Graduate,Married,1365877.0,835.0,0,5,No
APP16895,Vijay Sinha,45,Female,Thane,West,Government Employee,Post Graduate,Divorced,988875.0,677.0,0,12,Yes
APP16896,Harish Verma,38,Female,Bhubaneswar,East,Business Owner,Graduate,Single,1109199.0,670.0,1,1,Yes
APP16897,Harish Nair,46,Male,Ranchi,East,Government Employee,High School,Married,636990.0,721.0,1,10,Yes
APP16898,Divya Dubey,27,Female,Jaipur,Central,Salaried,High School,Widowed,529106.0,546.0,2,1,Yes
APP16899,Suman Tiwari,56,Female,Bangalore,South,Government Employee,High School,Widowed,627554.0,547.0,2,8,Yes
APP16900,Vikram Dubey,41,Male,Gurgaon,North,Business Owner,High School,Single,782358.0,667.0,4,4,Yes
APP16901,Rahul Das,21,Male,Ranchi,East,Self-Employed,High School,Single,714621.0,688.0,1,1,No
APP16902,Shweta Rao,32,Male,Chennai,South,Government Employee,Doctorate,Single,815688.0,794.0,2,1,Yes
APP16903,Rajesh Mishra,31,Female,Mysore,South,Salaried,High School,Married,654967.0,636.0,2,0,No
APP16904,Vijay Tiwari,51,Male,Patna,East,Business Owner,Graduate,Single,,731.0,0,0,Yes
APP16905,Divya Verma,30,Female,Patna,East,Salaried,High School,Married,505867.0,545.0,1,7,Yes
APP16906,Anita Reddy,37,Female,Kolkata,East,Business Owner,Doctorate,Divorced,689633.0,719.0,2,1,Yes
APP16907,Meena Iyer,52,Female,Gurgaon,North,Salaried,Doctorate,Widowed,1125369.0,663.0,1,2,No
APP16908,Manoj Joshi,31,Female,Mumbai,West,Self-Employed,Doctorate,Widowed,864571.0,667.0,1,1,No
APP16909,Vikram Kumar,58,Male,Jaipur,Central,Business Owner,Post Graduate,Married,1565175.0,733.0,2,4,No
APP16910,Harish Yadav,44,Female,Ranchi,East,Business Owner,High School,Married,938684.0,,0,18,No
APP16911,Prakash Verma,39,Female,Patna,East,Salaried,Doctorate,Widowed,829475.0,648.0,0,0,No
APP16912,Ravi Kumar,48,Female,Bhubaneswar,East,Government Employee,Graduate,Widowed,444261.0,630.0,1,2,Yes
APP16913,Kavita Jain,38,Female,Thane,West,Freelancer,High School,Married,507499.0,576.0,3,3,No
APP16914,Suman Patel,35,Female,Delhi,North,Freelancer,,Divorced,927980.0,668.0,0,2,No
APP16915,Divya Sharma,40,Male,Bhubaneswar,East,Self-Employed,Graduate,Widowed,880027.0,676.0,1,0,No
APP16916,Sachin Sharma,35,Female,Pune,West,Business Owner,Doctorate,Single,1114150.0,680.0,0,2,Yes
APP16917,Rahul Joshi,39,Male,Gurgaon,North,Self-Employed,Post Graduate,Divorced,670840.0,667.0,1,3,No
APP16918,Harish Verma,41,Male,Ranchi,East,Salaried,Post Graduate,Widowed,700095.0,669.0,2,1,No
APP16919,Sneha Bose,45,Male,Indore,Central,Freelancer,Graduate,Widowed,485131.0,613.0,0,2,No
APP16920,Harish Sharma,39,Female,Ranchi,East,Government Employee,Doctorate,Single,610259.0,594.0,2,0,Yes
APP16921,Sachin Shah,57,Female,Hyderabad,South,Government Employee,Graduate,Divorced,469927.0,695.0,2,4,No
APP16922,Harish Yadav,48,Male,Chennai,South,Self-Employed,Graduate,Married,709171.0,711.0,1,0,No
APP16923,Rohit Tiwari,26,Male,Gurgaon,North,Business Owner,Doctorate,Widowed,1553295.0,709.0,2,10,No
APP16924,Shweta Iyer,28,Female,Delhi,North,Government Employee,Graduate,Married,460486.0,674.0,0,2,No
APP16925,Deepak Reddy,38,Male,Pune,West,Business Owner,Doctorate,Single,1646079.0,710.0,0,11,Yes
APP16926,Priya Singh,41,Male,Gurgaon,North,Salaried,High School,Single,716840.0,687.0,0,5,No
APP16927,Arun Shah,54,Female,Jaipur,Central,Business Owner,Graduate,Widowed,1246295.0,668.0,0,15,No
APP16928,Ravi Sharma,33,Male,Faridabad,North,Salaried,Graduate,Divorced,623142.0,548.0,1,2,Yes
APP16929,Pooja Jain,38,Male,Hyderabad,South,Freelancer,Graduate,Widowed,787085.0,763.0,3,0,No
APP16930,Rajesh Gupta,44,Male,Delhi,North,Business Owner,Graduate,Single,856717.0,720.0,2,10,Yes
APP16931,Shweta Joshi,39,Male,Delhi,North,Self-Employed,Graduate,Single,615456.0,679.0,4,12,No
APP16932,Sanjay Yadav,24,Female,Thane,West,Freelancer,Post Graduate,Divorced,602029.0,624.0,2,2,No
APP16933,Deepak Dubey,51,Male,Kolkata,East,Self-Employed,Graduate,Single,493909.0,573.0,4,4,No
APP16934,Harish Reddy,40,Female,Indore,Central,Business Owner,Post Graduate,Widowed,703056.0,549.0,1,12,Yes
APP16935,Nisha Mishra,52,M,Nashik,West,Salaried,High School,Widowed,512782.0,667.0,2,6,No
APP16936,Arun Rao,48,Male,Ahmedabad,Central,Business Owner,Graduate,Single,862155.0,654.0,4,4,Yes
APP16937,Harish Rao,57,Female,Faridabad,North,Business Owner,High School,Widowed,795311.0,599.0,1,0,Yes
APP16938,Rajesh Rao,30,Male,Pune,West,Self-Employed,Graduate,Married,812989.0,687.0,4,0,No
APP16939,Vikram Dubey,54,Male,Bangalore,South,Business Owner,High School,Widowed,1049531.0,779.0,1,2,Yes
APP16940,Kavita Joshi,48,Male,Mumbai,West,Freelancer,Graduate,Divorced,714328.0,654.0,2,0,No
APP16941,Kavita Reddy,37,Male,Jaipur,Central,Government Employee,Post Graduate,Divorced,1119712.0,719.0,2,1,No
APP16942,Meena Bose,43,Male,Chennai,South,Self-Employed,Graduate,Widowed,522094.0,675.0,3,0,No
APP16943,Deepak Das,48,Male,Delhi,North,Self-Employed,Doctorate,Widowed,1068254.0,664.0,0,3,Yes
APP16944,Nitin Mishra,46,Male,Indore,Central,Salaried,Graduate,Single,412698.0,607.0,0,0,Yes
APP16945,Pooja Gupta,21,Male,Ahmedabad,Central,Government Employee,Post Graduate,Widowed,808569.0,677.0,0,5,Yes
APP16946,Ravi Singh,33,Female,Pune,West,Salaried,Post Graduate,Widowed,836540.0,702.0,0,0,No
APP16947,Anita Tiwari,41,Female,Pune,West,Business Owner,Post Graduate,Divorced,1441866.0,675.0,2,6,No
APP16948,Sunita Roy,41,Female,Indore,Central,Freelancer,Post Graduate,Married,306057.0,670.0,1,1,No
APP16949,Sunita Nair,57,Male,Kolkata,East,Government Employee,Graduate,Widowed,581604.0,677.0,3,2,No
APP16950,Priya Tiwari,47,Male,Indore,Central,Freelancer,Graduate,Married,492039.0,767.0,1,4,No
APP16951,Pooja Patel,40,Male,Chennai,South,Self-Employed,Post Graduate,Widowed,974415.0,762.0,1,8,No
APP16952,Nisha Reddy,47,MALE,Thane,West,Government Employee,Post Graduate,Divorced,771857.0,671.0,0,12,No
APP16953,Manoj Sinha,35,Female,Delhi,North,Government Employee,Graduate,Widowed,329327.0,677.0,0,7,No
APP16954,Geeta Bose,31,Female,Kolkata,East,Business Owner,Post Graduate,Widowed,2160108.0,760.0,2,8,Yes
APP16955,Nisha Das,30,Male,Noida,North,Business Owner,Doctorate,Divorced,1854671.0,713.0,0,4,Yes
APP16956,Harish Patel,42,Female,Gurgaon,North,Self-Employed,High School,Single,535670.0,645.0,1,1,No
APP16957,Suresh Das,39,Male,Jaipur,Central,Business Owner,Graduate,Widowed,1195402.0,724.0,2,12,No
APP16958,Kavita Das,36,Female,Ahmedabad,Central,Salaried,Graduate,Widowed,642024.0,646.0,0,2,No
APP16959,Priya Dubey,48,Male,Gurgaon,North,Salaried,High School,Married,608337.0,674.0,3,1,No
APP16960,Anita Gupta,34,Female,Indore,Central,Freelancer,Graduate,Married,576835.0,733.0,0,4,Yes
APP16961,Pooja Tiwari,49,Male,Bhubaneswar,East,Salaried,Post Graduate,Divorced,804208.0,672.0,4,1,Yes
APP16962,Priya Mishra,47,Male,Delhi,North,Salaried,High School,Single,606829.0,632.0,0,13,Yes
APP16963,Anita Sinha,36,Male,Faridabad,North,Business Owner,High School,Divorced,462865.0,676.0,2,6,No
APP16964,Nisha Sharma,50,Male,Bhopal,Central,Business Owner,Graduate,Widowed,1168822.0,673.0,2,1,Yes
APP16965,Arun Nair,36,Male,Noida,North,Salaried,High School,Widowed,538128.0,693.0,3,3,No
APP16966,Rekha Jain,35,Female,Indore,Central,Government Employee,Doctorate,Divorced,818213.0,708.0,3,0,Yes
APP16967,Amit Reddy,25,Male,Nashik,West,Government Employee,High School,Single,397995.0,625.0,2,9,No
APP16968,Suman Patel,31,Female,Ranchi,East,Business Owner,Doctorate,Widowed,1698373.0,777.0,1,3,No
APP16969,Deepak Nair,39,Female,Chennai,South,Freelancer,High School,Widowed,464148.0,,3,3,Yes
APP16970,Vikram Dubey,44,Male,Bhubaneswar,East,Self-Employed,High School,Widowed,781705.0,765.0,3,1,Yes
APP16971,Nitin Shah,29,Male,Mysore,South,Salaried,Post Graduate,Widowed,620241.0,702.0,3,3,Yes
APP16972,Meena Joshi,21,Male,Patna,East,Salaried,Post Graduate,Married,854007.0,686.0,2,4,Yes
APP16973,Sanjay Mishra,49,Male,Gurgaon,North,Self-Employed,Doctorate,Single,1173493.0,746.0,1,5,No
APP16974,Manoj Shah,28,Female,Bhopal,Central,Salaried,Doctorate,Widowed,868221.0,741.0,1,6,Yes
APP16975,Arun Mishra,41,Male,Delhi,North,Business Owner,High School,Single,627604.0,660.0,1,12,Yes
APP16976,Rahul Jain,44,Female,Gurgaon,North,Freelancer,High School,Widowed,514384.0,704.0,2,3,No
APP16977,Amit Singh,42,Female,Bhopal,Central,Self-Employed,Post Graduate,Widowed,937737.0,713.0,0,1,Yes
APP16978,Kavita Gupta,32,Male,Ranchi,East,Freelancer,Graduate,Widowed,400614.0,662.0,1,1,Yes
APP16979,Rekha Roy,38,Male,Ranchi,East,Salaried,Post Graduate,Married,836133.0,758.0,3,2,No
APP16980,Deepak Iyer,37,Male,Chennai,South,Government Employee,High School,Widowed,915488.0,664.0,2,18,No
APP16981,AMIT DAS,38,Female,Jaipur,Central,Freelancer,Post Graduate,Divorced,825870.0,701.0,4,1,Yes
APP16982,Rahul Verma,33,Female,Pune,West,Freelancer,Graduate,Widowed,433963.0,631.0,4,15,No
APP16983,Prakash Reddy,33,Female,Ahmedabad,Central,Government Employee,Doctorate,Divorced,831711.0,567.0,1,0,No
APP16984,Priya Kumar,36,Male,Mysore,South,Freelancer,Post Graduate,Single,497341.0,665.0,4,2,Yes
APP16985,Priya Roy,21,Female,Pune,West,Government Employee,Doctorate,Married,637940.0,597.0,3,0,No
APP16986,Prakash Sharma,45,Male,Mysore,South,Self-Employed,High School,Single,948645.0,756.0,2,5,Yes
APP16987,Sunita Jain,35,Male,Bhubaneswar,East,Self-Employed,Graduate,Married,879213.0,630.0,1,0,No
APP16988,Vijay Sinha,21,Female,Nashik,West,Self-Employed,Graduate,Married,1007183.0,682.0,2,1,Yes
APP16989,Kavita Sinha,21,Male,Faridabad,North,Self-Employed,Graduate,Divorced,849596.0,709.0,2,4,No
APP16990,Divya Dubey,21,Male,Bhopal,Central,Self-Employed,Graduate,Widowed,1010936.0,687.0,1,1,Yes
APP16991,Prakash Shah,27,Male,Bhopal,Central,Self-Employed,High School,Divorced,860855.0,697.0,2,15,No
APP16992,Rahul Nair,40,Male,Jaipur,Central,Government Employee,Doctorate,Single,785967.0,674.0,0,4,No
APP16993,Sanjay Roy,37,Male,Delhi,North,Self-Employed,Post Graduate,Divorced,726496.0,658.0,2,2,Yes
APP16994,Vikram Joshi,37,Male,Patna,East,Business Owner,Graduate,Single,651706.0,644.0,1,10,No
APP16995,Rajesh Kumar,41,Female,Faridabad,North,Freelancer,Doctorate,Widowed,788429.0,639.0,0,1,Yes
APP16996,Kavita Mishra,39,Female,Mysore,South,Salaried,Doctorate,Widowed,,744.0,0,1,Yes
